shape,activations,loss_func,normalize,optimizer,validation_split,epochs,eps,experiments,loss,huber_loss,kl_divergence,log_cosh,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,mean_squared_logarithmic_error,poisson,relative,rae,my_mae,root_mean_squared_error,inlier_ratio,max_deviation,mean_deviation,val_loss,val_huber_loss,val_kl_divergence,val_log_cosh,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error,val_mean_squared_logarithmic_error,val_poisson,val_relative,val_rae,val_my_mae,val_root_mean_squared_error,val_inlier_ratio,val_max_deviation,val_mean_deviation
"[1, 10, 10, 10, 3]","ListWrapper(['linear', 'linear', 'linear', 'linear'])",MeanSquaredError,False,SGD,0.2,50,0.01,True,0.0036992200184613466,0.0018496100092306733,0.02308899722993374,0.001843724399805069,0.04085739701986313,108854.0390625,0.0036992200184613466,0.0016127291601151228,nan,104.98194885253906,0.13089793920516968,0.21001577377319336,0.06082121655344963,0.8687499761581421,749.8030395507812,104.9843521118164,0.0033817340154200792,0.001545339822769165,0.014951919205486774,0.0015412395587190986,0.03739592060446739,10176.5830078125,0.00309067964553833,0.001335854991339147,nan,101.76583099365234,0.12256366014480591,0.16432909667491913,0.05815267562866211,0.859375,676.1156616210938,101.7695541381836
"[1, 10, 10, 10, 3]","ListWrapper(['sigmoid', 'sigmoid', 'sigmoid', 'linear'])",MeanSquaredError,False,SGD,0.2,50,0.01,True,0.0032099478412419558,0.0016049739206209779,0.017921190708875656,0.0016011858824640512,0.03813295438885689,103526.390625,0.0032099478412419558,0.0016642942791804671,nan,0.6463914513587952,0.1221814975142479,0.16243606805801392,0.056656405329704285,0.8442708849906921,13.780298233032227,0.6493042707443237,0.0029499721713364124,0.001378629938699305,0.014539872296154499,0.0013759667053818703,0.035349342972040176,49.869171142578125,0.00275725987739861,0.0014146723551675677,nan,0.49869176745414734,0.11610719561576843,0.1332511603832245,0.054313644766807556,0.8454861044883728,4.57191801071167,0.5030860304832458
"[1, 4, 8, 16, 32, 3]","ListWrapper(['linear', 'linear', 'linear', 'linear', 'linear'])",MeanSquaredError,False,SGD,0.2,50,0.01,True,0.0032493360340595245,0.0016246680170297623,0.01809634268283844,0.0016207365551963449,0.03845413401722908,105529.109375,0.0032493360340595245,0.001665322808548808,nan,15.739145278930664,0.12308764457702637,0.16495688259601593,0.057002946734428406,0.8510416746139526,124.9392318725586,15.741864204406738,0.002988446271046996,0.0013954638270661235,0.014371884055435658,0.0013927329564467072,0.03573518991470337,1574.4873046875,0.002790927654132247,0.0014150099596008658,nan,15.744874000549316,0.11736837029457092,0.13565212488174438,0.054666679352521896,0.8541666865348816,114.0964584350586,15.749103546142578
"[1, 4, 8, 16, 32, 3]","ListWrapper(['sigmoid', 'sigmoid', 'sigmoid', 'sigmoid', 'linear'])",MeanSquaredError,False,SGD,0.2,50,0.01,True,0.0032054290641099215,0.0016027145320549607,0.017906632274389267,0.0015989469829946756,0.03811578452587128,102697.078125,0.0032054290641099215,0.001662752008996904,0.49974924325942993,0.4045417904853821,0.12223938852548599,0.1729612648487091,0.05661650747060776,0.81927090883255,16.377370834350586,0.40807971358299255,0.002943462459370494,0.0013738274574279785,0.014503334648907185,0.0013711565406993032,0.03524050861597061,25.476022720336914,0.002747654914855957,0.001410825178027153,0.5047493577003479,0.2547602355480194,0.11573702096939087,0.1331912726163864,0.05425368621945381,0.8246527314186096,4.100474834442139,0.2597251534461975
"[1, 32, 16, 8, 4, 3]","ListWrapper(['linear', 'linear', 'linear', 'linear', 'linear'])",MeanSquaredError,False,SGD,0.2,50,0.01,True,0.003218077588826418,0.001609038794413209,0.019034916535019875,0.001605176366865635,0.03816857933998108,104414.703125,0.003218077588826418,0.001662429771386087,nan,7.910836219787598,0.12234759330749512,0.17211103439331055,0.05672810226678848,0.8500000238418579,66.99344635009766,7.913588047027588,0.0029583112336695194,0.0013803801266476512,0.015467283315956593,0.0013776872074231505,0.03541303798556328,795.7328491210938,0.0027607602532953024,0.0014124874724075198,nan,7.957328796386719,0.11630332469940186,0.13429535925388336,0.054390355944633484,0.850694477558136,58.60466003417969,7.961681365966797
"[1, 32, 16, 8, 4, 3]","ListWrapper(['sigmoid', 'sigmoid', 'sigmoid', 'sigmoid', 'linear'])",MeanSquaredError,False,SGD,0.2,50,0.01,True,0.00320318597368896,0.00160159298684448,0.017901582643389702,0.0015977611765265465,0.03798658773303032,103750.2421875,0.00320318597368896,0.001662332215346396,0.4997462332248688,0.47995099425315857,0.12165747582912445,0.16220471262931824,0.056596700102090836,0.832812488079071,15.299344062805176,0.48311060667037964,0.002945383545011282,0.0013771051308140159,0.014532636851072311,0.0013744570314884186,0.03534170612692833,33.23557662963867,0.0027542102616280317,0.0014138435944914818,0.5047600865364075,0.3323557376861572,0.11608647555112839,0.13304559886455536,0.0542713887989521,0.8350694179534912,4.233489513397217,0.33696672320365906
"[1, 3]",ListWrapper(['linear']),MeanSquaredError,False,SGD,0.2,50,0.01,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan
"[1, 34, 3]","ListWrapper(['sigmoid', 'linear'])",MeanSquaredError,False,SGD,0.2,50,0.01,True,0.00016778477584011853,8.389238792005926e-05,0.0015593837015330791,8.386648551095277e-05,0.008392296731472015,43092.6640625,0.00016778477584011853,8.183337922673672e-05,nan,54.75761795043945,0.02686574123799801,0.050890564918518066,0.012953176163136959,0.4661458432674408,435.5260314941406,54.77381134033203,0.0001479841594118625,6.213910091901198e-05,0.0007654005312360823,6.212709558894858e-05,0.007513334974646568,5262.09716796875,0.00012427820183802396,5.7854398619383574e-05,nan,52.6209716796875,0.024257251992821693,0.03663896396756172,0.01216487493366003,0.453125,386.1009826660156,52.63925552368164
"[1, 10, 10, 10, 3]","ListWrapper(['linear', 'linear', 'linear', 'linear'])",MeanSquaredError,False,Adam,0.2,50,0.01,True,0.000319778046105057,0.0001598890230525285,0.0032059226650744677,0.00015982723562046885,0.011584141291677952,45561.19921875,0.000319778046105057,0.00016789580695331097,nan,13.673932075500488,0.037158600986003876,0.0656978189945221,0.017882337793707848,0.573437511920929,65.06394958496094,13.685556411743164,0.00028021770413033664,0.00011919842654606327,0.0008940164116211236,0.00011916651419596747,0.010319582186639309,676.8222045898438,0.00023839685309212655,0.00012578997120726854,0.5005775094032288,6.768222332000732,0.03348246216773987,0.04571642354130745,0.016739705577492714,0.5451388955116272,24.059019088745117,6.782103061676025
"[1, 10, 10, 10, 3]","ListWrapper(['sigmoid', 'sigmoid', 'sigmoid', 'linear'])",MeanSquaredError,False,Adam,0.2,50,0.01,True,1.8520538560551358e-06,9.260269280275679e-07,5.689756289939396e-05,9.269315341953188e-07,0.0007741475710645318,7870.7861328125,1.8520538560551358e-06,1.0429564554215176e-06,nan,5.008724212646484,0.002486941870301962,0.005696860607713461,0.001360901864245534,0.3479166626930237,33.170387268066406,5.038359642028809,1.0804615158122033e-06,4.928613748234056e-07,8.87168207555078e-05,4.932113029099128e-07,0.0006485955673269928,597.7796020507812,9.857227496468113e-07,4.945658815813658e-07,nan,5.9777960777282715,0.0021350763272494078,0.003527611494064331,0.0010394525015726686,0.3472222089767456,26.758638381958008,6.008863925933838
